S.no.,Company,Model,Variant,Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,12v_Power_Outlet,Audiosystem,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel_lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Ventilation_System,Gear_Indicator,Drive_Modes,ABS_Anti_lock_Braking_System,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Parking_Assistance,Infotainment_Screen
559,Ford,Ecosport,1.5L Ti-Vct Titanium Plus,999900,1497 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,52 litres,Petrol,1647 mm,3998 mm,1765 mm,SUV,5,21.5,20 km/litre,23 km/litre,1304 kg,5,200 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,205/50R17,205/50R17,Electric Power,All Windows,123PS@6500rpm,150Nm@4500rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,Yes,CD/MP3/DVD Player with USB & Aux-in,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",352 litres,Yes,Yes,Digital,Front & Rear,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,"Normal, Eco, Sport",Yes,All Rows,1690 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
560,Ford,Ecosport,1.5L Tdci Titanium S,1145000,1498 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,52 litres,Diesel,1647 mm,3998 mm,1765 mm,SUV,5,21.5,20 km/litre,23 km/litre,1242 kg,5,200 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,205/60R16,205/60R16,Electric Power,All Windows,100PS@3750RPM,205Nm@1750-3250rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,CD/MP3/DVD Player with USB & Aux-in,"2 Years / 100,000 Kms (whichever comes first)",Yes,Internal,352 litres,Yes,Yes,Digital,Front & Rear,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,"Normal, Eco, Sport",Yes,All Rows,1660 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags",Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
561,Ford,Ecosport,1.5L Ti-Vct Thunder Edition,999900,1497 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,52 litres,Petrol,1647 mm,3998 mm,1765 mm,SUV,5,21.5,20 km/litre,23 km/litre,1304 kg,5,200 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,205/50R17,205/50R17,Electric Power,All Windows,123PS@6500rpm,150Nm@4500rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,Yes,CD/MP3/DVD Player with USB & Aux-in,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",352 litres,Yes,Yes,Digital,Front & Rear,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,"Normal, Eco, Sport",Yes,All Rows,1690 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
562,Ford,Ecosport,1.5L Tdci Thunder Edition,1090000,1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,52 litres,Diesel,1647 mm,3998 mm,1765 mm,SUV,5,21.5,20 km/litre,23 km/litre,1304 kg,5,200 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,205/50R17,205/50R17,Electric Power,All Windows,100PS@3750RPM,205Nm@1750-3250rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,Yes,CD/MP3/DVD Player with USB & Aux-in,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",352 litres,Yes,Yes,Digital,Front & Rear,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,"Normal, Eco, Sport",Yes,All Rows,1690 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
563,Renault,Duster,Rxe Petrol,799990,1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Petrol,1695 mm,4315 mm,1822 mm,SUV,5,10.2,13.87 km/litre,15 km/litre,1296 kg,5,205 mm,Ventilated Disc,Drum,Independent McPherson Strut With Coil Spring,Trailing arm with coil springs & double acting shock absorber,215/65R16,215/65R16,Electro-Hydraulic,All Windows,106PS@5600rpm,142Nm@4000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,USB & Aux-in,2 years /50000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",475 litres,Yes,Yes,Digital,Front,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,No,Driver & Front Passenger,Manual Air conditioning with cooling and heating,No,"Normal, Eco, Sport",Yes,All Rows,1777 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
564,Renault,Duster,Rxs Petrol,919990,1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Petrol,1695 mm,4315 mm,1822 mm,SUV,5,10,13.87 km/litre,15 km/litre,1296 kg,5,205 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,215/65R16,215/65R16,Electro-Hydraulic,All Windows,106PS@5600rpm,142Nm@4000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,USB & Aux-in,2 years /50000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",475 litres,Yes,Yes,Digital,Front,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,No,"Normal, Eco, Sport",Yes,All Rows,1813 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
565,Renault,Duster,Rxs (Opt) Cvt,999990,1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Petrol,1695 mm,4315 mm,1822 mm,SUV,5,10,13.87 km/litre,15 km/litre,1296 kg,6,205 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,215/65R16,215/65R16,Electro-Hydraulic,All Windows,106PS@5600rpm,142Nm@4000rpm,Digital,Analog,Analog,Yes,5,Fabric,CVT,Yes,USB & Aux-in,2 years /50000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",475 litres,Yes,Yes,Digital,Front,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,No,"Normal, Eco, Sport",Yes,All Rows,1813 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Front and rear sensors with camera,Touch Sensitive
566,Renault,Duster,85 Ps Rxe Mt Diesel,929990,1461 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1695 mm,4315 mm,1822 mm,SUV,5,16,19.6 km/litre,20 km/litre,1296 kg,5,205 mm,Ventilated Disc,Drum,Independent McPherson Strut With Coil Spring,Trailing arm with coil springs & double acting shock absorber,215/65R16,215/65R16,Electro-Hydraulic,All Windows,85PS@3750rpm,200Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,USB & Aux-in,2 years /50000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",475 litres,Yes,Yes,Digital,Front,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,No,"Normal, Eco, Sport",Yes,All Rows,1777 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
567,Renault,Duster,85 Ps Rxs Mt Diesel,999990,1461 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1695 mm,4315 mm,1822 mm,SUV,5,16,19.6 km/litre,20 km/litre,1296 kg,5,205 mm,Ventilated Disc,Drum,Independent McPherson Strut With Coil Spring,Trailing arm with coil springs & double acting shock absorber,215/65R16,215/65R16,Electro-Hydraulic,All Windows,85PS@3750rpm,200Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,USB & Aux-in,2 years /50000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",475 litres,Yes,Yes,Digital,Front,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,No,"Normal, Eco, Sport",Yes,All Rows,1777 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
568,Renault,Duster,110 Ps Rxs Mt Diesel,1119990,1461 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1695 mm,4315 mm,1822 mm,SUV,5,16,19.6 km/litre,20 km/litre,1296 kg,6,205 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,215/65R16,215/65R16,Electro-Hydraulic,All Windows,110PS@4000rpm,245Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,Yes,USB & Aux-in,2 years /50000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",475 litres,Yes,Yes,Digital,Front,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,No,"Normal, Eco, Sport",Yes,All Rows,1813 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
569,Renault,Duster,110 Ps Rxz Mt Diesel,1209990,1461 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1695 mm,4315 mm,1822 mm,SUV,5,16,19.6 km/litre,20 km/litre,1296 kg,6,205 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,215/65R16,215/65R16,Electro-Hydraulic,All Windows,110PS@4000rpm,245Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,Yes,USB & Aux-in,2 years /50000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",475 litres,Yes,Yes,Digital,Front,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,"Normal, Eco, Sport",Yes,All Rows,1813 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Front and rear sensors with camera,Touch Sensitive
570,Renault,Duster,110 Ps Rxz Amt Diesel,1249990,1461 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1695 mm,4315 mm,1822 mm,SUV,5,16,19.6 km/litre,20 km/litre,1296 kg,6,205 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,215/65R16,215/65R16,Electro-Hydraulic,All Windows,110PS@4000rpm,245Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,Yes,USB & Aux-in,2 years /50000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",475 litres,Yes,Yes,Digital,Front,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,"Normal, Eco, Sport",Yes,All Rows,1813 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
571,Renault,Duster,110 Ps Rxs Awd (Opt) Diesel,1249990,1461 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1695 mm,4315 mm,1822 mm,SUV,5,16,19.6 km/litre,20 km/litre,1296 kg,6,205 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,215/65R16,215/65R16,Electro-Hydraulic,All Windows,110PS@4000rpm,245Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,Yes,USB & Aux-in,2 years /50000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",475 litres,Yes,Yes,Digital,Front & Rear,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,No,"Normal, Eco, Sport",Yes,All Rows,1813 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
572,Hyundai,Verna,1.6 Vtvt Sx,999900,1591 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1445 mm,4440 mm,1729 mm,Sedan,4,20,20 km/litre,20 km/litre,950 kg,5,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,195/55 R16,195/55 R16,Electric Power,All Windows,123PS@6400rpm,151Nm@4850rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Internal,465 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,"With Remote, Internal",Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,"Normal, Eco, Sport",Yes,Front Row,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
573,Hyundai,Verna,1.6 Crdi Sx,1172544,1582 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1445 mm,4440 mm,1729 mm,Sedan,4,20,22.32 km/litre,24 km/litre,950 kg,6,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,195/55 R16,195/55 R16,Electric Power,All Windows,128ps@4000rpm,260Nm@1500-3000rpm,Analog,Analog,Analog,Yes,5,Fabric,Manual,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Internal,465 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,"Normal, Eco, Sport",Yes,Front Row,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
574,Hyundai,Verna,1.6 Crdi Sx (O),1301881,1582 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1445 mm,4440 mm,1729 mm,Sedan,4,20,22 km/litre,23.5 km/litre,950 kg,4,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,195/55 R16,195/55 R16,Electric Power,All Windows,128ps@4000rpm,260Nm@1500-3000rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Internal,465 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,"4th /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,"Normal, Eco, Sport",Yes,All Rows,1450 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
575,Hyundai,Verna,1.6 Vtvt Sx (O),1172999,1591 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45 litres,Petrol,1445 mm,4440 mm,1729 mm,Sedan,4,20,20 km/litre,18 km/litre,950 kg,5,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,195/55 R16,195/55 R16,Electric Power,All Windows,123PS@6400rpm,151Nm@4850rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,"With Remote, Internal",465 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,"5th /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,"Normal, Eco, Sport",Yes,All Rows,1450 kg,"Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags, Driver frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
576,Hyundai,Verna,1.6 Crdi Sx Plus At,1328545,1582 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1445 mm,4440 mm,1729 mm,Sedan,4,14,17 km/litre,18 km/litre,950 kg,4,165 mm,Ventilated Disc,Drum,McPherson struts with coil spring,Couple Torsion Beam Axle,195/55R16,195/55R16,Electric Power,All Windows,128ps@4000rpm,260Nm@1500-3000rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,"With Remote, Internal",465 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,"6th /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,"Normal, Eco, Sport",Yes,Front Row,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
577,Hyundai,Verna,1.6 Vtvt Sx(O) At,1287999,1591 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45 litres,Petrol,1445 mm,4440 mm,1729 mm,Sedan,4,12,20 km/litre,18 km/litre,950 kg,4,165 mm,Ventilated Disc,Drum,McPherson struts with coil spring,Couple Torsion Beam Axle,195/55 R16,195/55 R16,Electric Power,All Windows,123PS@6400rpm,155Nm@4850rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,"Internal, With Remote",465 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,"7th /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,"Normal, Eco, Sport",Yes,All Rows,1450 kg,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Curtain airbags",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
578,Hyundai,Verna,1.4 Vtvt Ex,933182,1396 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1445 mm,4440 mm,1729 mm,Sedan,4,12,20 km/litre,18 km/litre,950 kg,5,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,195/55R16,195/55R16,Electric Power,All Windows,100PS@6000rpm,133Nm@4000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Internal,465 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,"8th /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,"With Remote, Internal",Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,"Normal, Eco, Sport",Yes,Front Row,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
579,Hyundai,Verna,1.4 Vtvt E,817867,1396 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1445 mm,4440 mm,1729 mm,Sedan,4,12,20 km/litre,18 km/litre,950 kg,5,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,195/55R16,195/55R16,Electric Power,All Windows,100PS@6000rpm,133Nm@4000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Internal,465 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,"9th /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,"Normal, Eco, Sport",Yes,Front Row,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
580,Hyundai,Verna,1.6 Vtvt Sx (O) Anniversary Edition,1178894,1591 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45 litres,Petrol,1445 mm,4440 mm,1729 mm,Sedan,4,12,20 km/litre,18 km/litre,950 kg,5,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,195/55 R16,195/55 R16,Electric Power,All Windows,123PS@6400rpm,151Nm@4850rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,"With Remote, Internal",465 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,"10th /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,"Normal, Eco, Sport",Yes,All Rows,1450 kg,"Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags, Driver frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
581,Hyundai,Verna,1.6 Vtvt Sx Plus At,1162875,1591 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45 litres,Petrol,1445 mm,4440 mm,1729 mm,Sedan,4,12,20 km/litre,18 km/litre,950 kg,6,165 mm,Ventilated Disc,Drum,McPherson struts with coil spring,Couple Torsion Beam Axle,195/55 R16,195/55 R16,Electric Power,All Windows,123PS@6400rpm,155Nm@4850rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,"Internal, With Remote",465 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,"11th /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,"Normal, Eco, Sport",Yes,All Rows,1450 kg,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Curtain airbags",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
582,Hyundai,Verna,1.6 Crdi Sx(O) At,1407871,1582 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1445 mm,4440 mm,1729 mm,Sedan,4,14,17 km/litre,18 km/litre,950 kg,6,165 mm,Ventilated Disc,Drum,McPherson struts with coil spring,Couple Torsion Beam Axle,195/55R16,195/55R16,Electric Power,All Windows,128ps@4000rpm,260Nm@1500-3000rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,"With Remote, Internal",465 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,"12th /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,"Normal, Eco, Sport",Yes,Front Row,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
583,Hyundai,Verna,1.4 Crdi E,942867,1396 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1445 mm,4440 mm,1729 mm,Sedan,4,12,20 km/litre,18 km/litre,950 kg,5,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,195/55R16,195/55R16,Electric Power,All Windows,100PS@6000rpm,133Nm@4000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Internal,465 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,"13th /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,"Normal, Eco, Sport",Yes,Front Row,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
